customer_id,purchase_frequency,total_amount,recency,customer_lifetime,clv
C0105957940,3,88.97999999999999,201,132,88.97999999999999
C0105958021,2,358.99,184,101,358.99
C0105958039,3,468.99,22,309,468.99
C0105958237,2,443.0,230,119,443.0
C0105958255,5,251.43,82,279,251.43
C0105958302,5,324.49,103,235,324.49
C0105958850,5,469.98,175,186,469.98
C0105958950,2,188.0,121,81,188.0
C0105958952,2,438.0,20,132,438.0
C0105959003,2,368.99,28,177,368.99
C0105959009,4,526.99,61,177,526.99
C0105959085,2,383.99,160,22,383.99
C0105959115,18,550.86,45,314,550.86
C0105959192,28,611.74,4,360,611.74
C0105959253,4,341.98,83,186,341.98
C0105959277,3,427.99,57,202,427.99
C0105959409,3,560.99,308,22,560.99
C0105959476,3,288.98,127,152,288.98
C0105959692,2,268.0,255,27,268.0
C0105959734,3,86.47999999999999,55,276,86.47999999999999
C0105960312,3,897.0,238,123,897.0
C0105960369,2,103.99,22,0,103.99
C0105960690,2,29.979999999999997,141,50,29.979999999999997
C0105960697,1,189.0,141,0,189.0
C0105960726,2,408.0,25,121,408.0
C0105960756,3,462.95,53,130,462.95
C0105960782,3,472.99,2,316,472.99
C0105960846,4,369.99,20,279,369.99
C0105961182,3,277.0,82,184,277.0
C0105961340,5,546.9300000000001,60,296,546.9300000000001
C0105961437,1,94.0,187,0,94.0
C0105961550,1,69.0,197,0,69.0
C0105961633,32,594.21,4,358,594.21
C0105961825,4,309.98,79,275,309.98
C0105961881,3,247.99,188,90,247.99
C0105962059,3,197.99,60,181,197.99
C0105962077,3,207.99,69,235,207.99
C0105962138,4,407.98,110,166,407.98
C0105962220,2,548.0,203,116,548.0
C0105962305,4,462.98,86,272,462.98
C0105962364,4,290.99,27,259,290.99
C0105962544,4,158.97,21,214,158.97
C0105962585,6,188.92000000000002,37,285,188.92000000000002
C0105962604,2,218.99,3,44,218.99
C0105962630,4,366.99,22,180,366.99
C0105963088,4,415.98,54,265,415.98
C0105963102,38,1040.15,24,338,1040.15
C0105963182,1,69.99,176,0,69.99
C0105963254,4,413.97,214,139,413.97
C0105963543,3,862.0,70,229,862.0
C0105963638,2,273.0,83,190,273.0
C0105964082,3,183.98,26,178,183.98
C0105964111,4,237.94,19,254,237.94
C0105964143,2,288.0,182,40,288.0
C0105964183,4,422.98,107,249,422.98
C0105964243,28,859.76,25,305,859.76
C0105964296,30,1244.76,1,357,1244.76
C0105964372,4,491.0,31,326,491.0
C0105964434,1,189.0,147,0,189.0
C0105964489,10,868.35,92,233,868.35
C0105964563,5,210.98000000000002,29,176,210.98000000000002
C0105964569,4,731.0,81,208,731.0
C0105964593,1,299.0,230,0,299.0
C0105964616,3,50.97,23,232,50.97
C0105964674,3,46.43000000000001,19,323,46.43000000000001
C0105964720,1,159.0,190,0,159.0
C0105964788,4,736.0,18,331,736.0
C0105964803,4,766.99,153,151,766.99
C0105964874,2,248.0,122,183,248.0
C0105964966,3,427.0,23,230,427.0
C0105965201,20,1206.83,26,275,1206.83
C0105965263,31,1146.16,4,358,1146.16
C0105965589,4,395.49,80,156,395.49
C0105965642,4,204.48,89,235,204.48
C0105965773,3,187.99,46,183,187.99
C0105965852,3,457.0,28,162,457.0
C0105965887,2,568.0,103,67,568.0
C0105965979,3,247.99,106,132,247.99
C0105966072,3,297.99,202,34,297.99
C0105966136,1,249.0,172,0,249.0
C0105966484,2,113.95,161,137,113.95
C0105966492,4,591.44,206,88,591.44
C0105966541,5,663.98,21,335,663.98
C0105966591,5,600.97,26,335,600.97
C0105966654,4,249.49,75,228,249.49
C0105966671,2,71.99,39,150,71.99
C0105966886,4,176.48000000000002,4,329,176.48000000000002
C0105966933,4,212.94,79,226,212.94
C0105966977,1,349.0,305,0,349.0
C0105967004,2,278.0,59,107,278.0
C0105967053,4,289.98,124,154,289.98
C0105967116,2,278.0,55,241,278.0
C0105967202,2,268.99,192,165,268.99
C0105967594,4,346.93,129,217,346.93
C0105967615,3,158.9,269,81,158.9
C0105967703,4,616.9300000000001,22,304,616.9300000000001
C0105967734,4,732.9000000000001,8,223,732.9000000000001
C0105967761,1,129.0,83,0,129.0
C0105967828,3,237.99,112,201,237.99
C0105967877,4,234.97000000000003,49,212,234.97000000000003
C0105967912,3,202.99,156,203,202.99
C0105967948,3,213.48000000000002,1,183,213.48000000000002
C0105968034,4,597.98,78,246,597.98
C0105968189,3,427.0,50,25,427.0
C0105968207,2,293.0,75,96,293.0
C0105968218,1,249.0,72,0,249.0
C0105968228,4,289.97,53,184,289.97
C0105968293,12,214.89000000000001,29,332,214.89000000000001
C0105968327,59,724.85,0,364,724.85
C0105968454,31,1147.73,4,329,1147.73
C0105968530,19,666.8,25,336,666.8
C0105969352,1,119.0,46,0,119.0
C0105969440,4,396.98,142,184,396.98
C0105969605,3,295.98,106,108,295.98
C0105969622,3,57.980000000000004,9,264,57.980000000000004
C0105969793,3,507.0,120,186,507.0
C0105969863,4,442.98,24,331,442.98
C0105969941,3,290.99,34,154,290.99
C0105970054,21,608.83,8,346,608.83
C0105970113,3,407.0,147,169,407.0
C0105970140,1,249.0,134,0,249.0
C0105970251,2,109.97999999999999,89,182,109.97999999999999
C0105970290,4,122.97999999999999,24,301,122.97999999999999
C0105970355,3,309.96999999999997,113,247,309.96999999999997
C0105970399,1,129.0,305,0,129.0
C0105970641,5,665.99,124,213,665.99
C0105970670,3,844.99,143,210,844.99
C0105970680,3,383.98,53,276,383.98
C0105970757,3,321.98,55,219,321.98
C0105971496,3,305.99,89,180,305.99
C0105971528,2,308.0,184,23,308.0
C0105971553,2,318.99,51,178,318.99
C0105971585,4,307.98,227,102,307.98
C0105971598,1,229.0,10,0,229.0
C0105972036,4,236.99,88,270,236.99
C0105972064,4,277.94,90,208,277.94
C0105972117,4,274.98,51,149,274.98
C0105972209,2,368.99,35,244,368.99
C0105972246,2,208.0,30,328,208.0
C0105972703,26,955.26,26,337,955.26
C0105972733,36,957.58,15,348,957.58
C0105972794,36,848.6,34,313,848.6
C0105972871,1,199.0,324,0,199.0
C0105972958,2,118.0,21,90,118.0
C0105973018,3,359.99,7,308,359.99
C0105973084,4,328.89,165,99,328.89
C0105973149,2,133.99,250,77,133.99
C0105973177,5,181.93,60,293,181.93
C0105973547,4,226.0,80,144,226.0
C0105973597,1,249.0,108,0,249.0
C0105973629,2,278.99,142,36,278.99
C0105973709,1,99.0,118,0,99.0
C0105973746,2,167.99,175,33,167.99
C0105974307,4,470.99,145,218,470.99
C0105974384,2,418.0,206,38,418.0
C0105974453,27,955.8,24,340,955.8
C0105974490,1,239.0,71,0,239.0
C0105974661,3,470.49,120,203,470.49
C0105974723,4,310.98,145,101,310.98
C0105974730,2,148.0,27,46,148.0
C0105974785,3,308.98,50,231,308.98
C0105975408,3,438.98,55,154,438.98
C0105975474,2,158.0,48,7,158.0
C0105975540,1,449.0,359,0,449.0
C0105975545,6,508.46000000000004,33,302,508.46000000000004
C0105975583,20,420.32,16,344,420.32
C0105975665,3,667.0,198,160,667.0
C0105975777,1,249.0,82,0,249.0
C0105975800,2,498.0,166,11,498.0
C0105975811,1,189.0,248,0,189.0
C0105975875,3,232.99,209,91,232.99
C0105975898,3,398.94,54,310,398.94
C0105975933,3,108.94,1,316,108.94
C0105976138,3,69.92999999999999,64,209,69.92999999999999
C0105976181,2,57.94,29,91,57.94
C0105976237,2,578.0,60,250,578.0
C0105976267,2,408.0,134,71,408.0
C0105976351,2,538.0,108,229,538.0
C0105976440,2,343.0,242,41,343.0
C0105976479,5,302.96999999999997,86,270,302.96999999999997
C0105976495,3,447.0,28,331,447.0
C0105977144,17,578.78,21,336,578.78
C0105977229,1,39.0,251,0,39.0
C0105977368,2,778.0,65,30,778.0
C0105977396,4,344.93,80,278,344.93
C0105977482,2,96.94,117,30,96.94
C0105977580,2,358.0,20,64,358.0
C0105977583,4,397.97,66,278,397.97
C0105977603,4,1187.98,90,81,1187.98
C0105977676,34,1157.71,2,359,1157.71
C0105977712,33,826.7,7,357,826.7
C0105977801,4,711.0,89,265,711.0
C0105977828,4,317.94,27,280,317.94
C0105977914,1,129.0,174,0,129.0
C0105977949,5,405.97,42,311,405.97
C0105977988,4,252.94,15,345,252.94
C0105978133,3,397.99,74,160,397.99
C0105978183,4,511.99,5,183,511.99
C0105978231,1,149.0,305,0,149.0
C0105978282,1,149.99,156,0,149.99
C0105978671,4,385.93,7,316,385.93
C0105978762,1,89.0,133,0,89.0
C0105978842,2,543.0,65,86,543.0
C0105979096,1,34.99,28,0,34.99
C0105979141,6,269.96,148,182,269.96
C0105979161,3,492.0,25,139,492.0
C0105979241,18,192.78,1,344,192.78
C0105979242,4,235.94,104,104,235.94
C0105979324,5,173.92,113,206,173.92
C0105979413,1,99.0,199,0,99.0
C0105979451,2,628.0,306,14,628.0
C0105979507,3,418.94,19,204,418.94
C0105979575,1,119.99,284,0,119.99
C0105979611,3,372.99,86,237,372.99
C0105980146,3,362.95,20,157,362.95
C0105980193,2,163.0,119,146,163.0
C0105981152,3,212.99,25,318,212.99
C0105981530,19,975.31,30,301,975.31
C0105981574,24,1198.27,14,350,1198.27
C0105981630,33,708.21,40,319,708.21
C0105981636,45,976.08,23,341,976.08
C0105982213,2,328.99,157,132,328.99
C0105982234,3,267.0,71,48,267.0
C0105982284,23,807.81,23,340,807.81
C0105982344,12,109.88,41,291,109.88
C0105982353,3,267.99,94,158,267.99
C0105982394,5,395.0,206,156,395.0
C0105982423,22,733.77,15,343,733.77
C0105982489,1,109.0,308,0,109.0
C0105982573,3,337.99,123,230,337.99
C0105982596,4,411.99,130,194,411.99
C0105982610,3,80.98,242,108,80.98
C0105983256,4,288.97,11,300,288.97
C0105983298,2,218.99,178,26,218.99
C0105983359,4,341.99,41,225,341.99
C0105983380,1,269.0,101,0,269.0
C0105983497,2,343.0,197,67,343.0
C0105983582,1,59.0,140,0,59.0
C0105983618,4,129.92,52,223,129.92
C0105983856,9,1001.45,55,267,1001.45
C0105983895,7,887.45,29,325,887.45
C0105983973,4,251.99,61,208,251.99
C0105984010,4,150.47,85,188,150.47
C0105984060,4,296.99,154,179,296.99
C0105984114,3,437.0,20,219,437.0
C0105984138,1,99.0,71,0,99.0
C0105984148,2,658.0,20,109,658.0
C0105984219,5,227.97,36,173,227.97
C0105984277,1,129.0,293,0,129.0
C0105984304,4,224.98,52,299,224.98
C0105984696,7,280.95,19,270,280.95
C0105984709,35,957.7,29,335,957.7
C0105984717,3,84.48,211,40,84.48
C0105984777,4,581.99,145,212,581.99
C0105984875,4,141.98000000000002,114,218,141.98000000000002
C0105984896,2,288.0,82,153,288.0
C0105984976,3,367.0,298,53,367.0
C0105985036,29,878.2,8,355,878.2
C0105985059,30,585.6700000000001,0,356,585.6700000000001
C0105985400,27,886.18,9,347,886.18
C0105985454,34,611.7,2,358,611.7
C0105985527,4,108.95999999999998,31,191,108.95999999999998
C0105985547,2,298.0,125,37,298.0
C0105985572,14,724.38,3,356,724.38
C0105985648,15,454.39,55,261,454.39
C0105987021,1,339.0,103,0,339.0
C0105987096,4,367.94,91,222,367.94
C0105987210,3,377.0,177,186,377.0
C0105987226,3,1047.0,180,22,1047.0
C0105987328,2,114.99,175,181,114.99
C0105987398,3,432.99,51,249,432.99
C0105987460,1,124.0,69,0,124.0
C0105987535,32,1246.18,1,359,1246.18
C0105987574,3,122.99,184,122,122.99
C0105987608,2,138.99,58,260,138.99
C0105987650,4,61.46,2,180,61.46
C0105987691,1,39.0,90,0,39.0
C0105987708,3,394.44,84,58,394.44
C0105987761,3,367.99,89,196,367.99
C0105987893,7,3484.46,16,300,3484.46
C0105987972,3,185.98,24,180,185.98
C0105987984,3,335.49,83,92,335.49
C0105988027,1,89.0,128,0,89.0
C0105988039,4,577.98,36,201,577.98
C0105988529,1,649.0,356,0,649.0
C0105988546,2,178.0,301,56,178.0
C0105988601,3,287.99,120,191,287.99
C0105988603,34,1076.7,4,359,1076.7
C0105988655,32,912.2,17,340,912.2
C0105988712,57,479.39,13,348,479.39
C0105988734,3,243.99,204,120,243.99
C0105988779,1,129.0,282,0,129.0
C0105988840,1,69.0,48,0,69.0
C0105988851,2,408.99,141,72,408.99
C0105988899,5,736.98,76,273,736.98
C0105988911,3,1097.0,179,87,1097.0
C0105989762,51,1036.53,4,359,1036.53
C0105989839,30,523.17,11,351,523.17
C0105989858,2,73.99000000000001,264,8,73.99000000000001
C0105989949,1,19.0,82,0,19.0
C0105990006,1,39.95,287,0,39.95
C0105990066,3,438.98,5,288,438.98
C0105990105,4,721.99,5,357,721.99
C0105990164,1,39.99,93,0,39.99
C0105990209,3,162.95,36,293,162.95
C0105990267,5,200.96,17,129,200.96
C0105990334,1,1499.0,204,0,1499.0
C0105990388,5,431.92,39,232,431.92
C0105990537,3,517.99,75,278,517.99
C0105990543,1,219.0,116,0,219.0
C0105990629,24,711.25,12,301,711.25
C0105990646,42,797.07,1,355,797.07
C0105991417,1,149.0,340,0,149.0
C0105991501,4,325.98,3,321,325.98
C0105991572,3,404.98,64,54,404.98
C0105991609,2,418.99,139,26,418.99
C0105991616,2,298.0,17,7,298.0
C0105991656,5,227.95,124,178,227.95
C0105991709,6,436.96999999999997,5,142,436.96999999999997
C0105991779,6,396.48,59,256,396.48
C0105991868,2,238.99,37,19,238.99
C0105991929,3,129.98,30,75,129.98
C0105991968,3,437.0,69,240,437.0
C0105992383,3,353.98,149,155,353.98
C0105992398,3,567.99,209,95,567.99
C0105992499,1,239.0,152,0,239.0
C0105992586,4,426.98,115,209,426.98
C0105992677,3,558.94,76,65,558.94
C0105992684,1,199.0,353,0,199.0
C0105992821,3,437.99,57,222,437.99
C0105992886,2,148.99,142,47,148.99
C0105992958,3,78.98,211,121,78.98
C0105993286,3,201.48,28,243,201.48
C0105993338,2,44.98,118,41,44.98
C0105993398,3,46.980000000000004,70,194,46.980000000000004
C0105994405,1,34.95,120,0,34.95
C0105994428,3,543.94,50,62,543.94
C0105994429,2,398.99,211,115,398.99
C0105994499,1,99.99,353,0,99.99
C0105994519,4,344.98,188,151,344.98
C0105994523,3,162.0,21,164,162.0
C0105994560,2,348.0,215,138,348.0
C0105994637,2,638.0,24,281,638.0
C0105994668,2,44.98,19,61,44.98
C0105994690,4,424.98,29,289,424.98
C0105994705,1,59.99,298,0,59.99
C0105994776,1,69.0,172,0,69.0
C0105994815,3,333.98,112,249,333.98
C0105994861,3,427.99,27,311,427.99
C0105994863,3,144.99,17,345,144.99
C0105995931,4,596.0,56,277,596.0
C0105996019,3,577.0,146,178,577.0
C0105996109,3,357.0,151,62,357.0
C0105996173,3,467.99,45,286,467.99
C0105997029,5,469.47,43,292,469.47
C0105997118,3,363.98,16,338,363.98
C0105997119,2,129.98,256,60,129.98
C0105997136,3,164.97,81,277,164.97
C0105997142,4,216.95,132,77,216.95
C0105997212,2,328.99,68,104,328.99
C0105997861,2,338.0,86,96,338.0
C0105997929,1,329.0,43,0,329.0
C0105997936,3,557.0,271,88,557.0
C0105998003,2,223.0,331,11,223.0
C0105998052,4,421.95,129,233,421.95
C0105998196,3,427.0,26,242,427.0
C0105998199,1,69.99,252,0,69.99
C0105998207,2,498.0,49,155,498.0
C0105998278,53,750.95,0,363,750.95
C0105998355,5,521.97,6,296,521.97
C0105998415,4,531.99,100,216,531.99
C0105998444,3,284.99,53,128,284.99
C0105998445,2,468.0,17,256,468.0
C0105998455,4,410.94,167,164,410.94
C0105998463,33,702.71,1,361,702.71
C0105998556,2,133.99,24,172,133.99
C0105998640,2,278.0,49,313,278.0
C0105998698,3,272.0,9,163,272.0
C0105998785,23,470.28000000000003,12,328,470.28000000000003
C0105999171,4,581.95,17,299,581.95
C0105999195,3,338.98,143,216,338.98
C0105999301,5,753.97,34,324,753.97
C0105999367,3,415.94,285,62,415.94
C0105999419,2,138.0,41,100,138.0
C0105999442,35,1223.69,5,356,1223.69
C0105999507,13,840.9,19,341,840.9
C0105999614,3,372.98,251,103,372.98
C0105999702,4,1117.94,266,59,1117.94
C0105999748,4,352.94,65,201,352.94
C0105999794,3,224.98000000000002,205,135,224.98000000000002
C0106000279,4,486.99,49,282,486.99
C0106000364,3,472.0,81,201,472.0
C0106000402,3,67.97,78,183,67.97
C0106000438,2,483.0,19,305,483.0
C0106000573,3,427.0,173,188,427.0
C0106000648,4,526.99,152,207,526.99
C0106000659,3,417.99,146,159,417.99
C0106000798,2,358.0,12,320,358.0
C0106000851,3,372.0,65,117,372.0
C0106000943,19,377.33,3,334,377.33
C0106001016,18,406.29,35,325,406.29
C0106001663,2,236.49,269,87,236.49
C0106001677,3,118.97999999999999,180,152,118.97999999999999
C0106001751,5,585.99,50,227,585.99
C0106001778,2,67.99,50,33,67.99
C0106001834,3,363.94,106,219,363.94
C0106001835,2,358.0,12,313,358.0
C0106001853,3,143.94,11,290,143.94
C0106001909,4,477.98,91,218,477.98
C0106001976,5,201.97,174,154,201.97
C0106002007,2,233.0,103,225,233.0
C0106002058,37,642.6,28,333,642.6
C0106002077,10,413.90999999999997,25,307,413.90999999999997
C0106002144,2,198.0,45,203,198.0
C0106002153,2,378.0,56,39,378.0
C0106002218,4,413.43,91,145,413.43
C0106002252,44,951.57,23,334,951.57
C0106002330,48,950.06,2,353,950.06
C0106002400,10,923.39,46,290,923.39
C0106002432,20,424.82,2,362,424.82
C0106002441,4,130.42000000000002,20,274,130.42000000000002
C0106002566,47,1183.53,0,363,1183.53
C0106002569,36,562.16,25,338,562.16
C0106002590,48,595.53,9,355,595.53
C0106003625,5,114.96,20,340,114.96
C0106003630,2,178.95,44,256,178.95
C0106003661,3,442.99,237,119,442.99
C0106003724,1,229.0,113,0,229.0
C0106003794,4,298.93,82,126,298.93
C0106003828,3,249.97,67,206,249.97
C0106003887,7,540.95,30,332,540.95
C0106003903,27,701.28,4,357,701.28
C0106003989,3,277.99,59,242,277.99
C0106004047,1,99.99,361,0,99.99
C0106004125,4,896.99,126,167,896.99
C0106004152,4,366.98,41,173,366.98
C0106004962,1,139.0,212,0,139.0
C0106005045,3,298.98,169,56,298.98
C0106005051,4,372.92,81,218,372.92
C0106005120,4,338.97,4,265,338.97
C0106005210,6,355.93,55,306,355.93
C0106005265,3,298.98,135,98,298.98
C0106005330,2,248.99,260,35,248.99
C0106005381,6,1100.94,24,333,1100.94
C0106005413,41,1017.59,5,356,1017.59
C0106005425,5,237.97,13,300,237.97
C0106005517,3,202.99,121,238,202.99
C0106006149,3,477.99,251,76,477.99
C0106006242,3,461.99,129,208,461.99
C0106006313,4,515.48,50,252,515.48
C0106006320,4,123.92,274,48,123.92
C0106006803,2,228.0,142,219,228.0
C0106006853,2,1178.0,147,60,1178.0
C0106006903,4,442.94,29,48,442.94
C0106006906,2,658.99,84,203,658.99
C0106006970,45,800.95,1,362,800.95
C0106007007,48,847.98,7,328,847.98
C0106007059,1,1.99,137,0,1.99
C0106007137,4,153.98000000000002,29,302,153.98000000000002
C0106007305,2,133.95,273,31,133.95
C0106007343,2,368.0,127,14,368.0
C0106007407,3,323.98,52,215,323.98
C0106007605,4,372.98,21,320,372.98
C0106007665,3,407.95,80,205,407.95
C0106007734,1,94.0,134,0,94.0
C0106007797,2,188.0,202,27,188.0
C0106007818,3,187.99,84,158,187.99
C0106007839,1,129.0,169,0,129.0
C0106007901,5,620.39,9,186,620.39
C0106007965,7,1095.97,14,257,1095.97
C0106007987,2,138.99,30,117,138.99
C0106008014,4,266.99,4,327,266.99
C0106008381,3,80.97999999999999,60,300,80.97999999999999
C0106008425,1,59.99,243,0,59.99
C0106008437,2,348.0,8,139,348.0
C0106008812,5,116.96,38,273,116.96
C0106008858,39,625.13,26,333,625.13
C0106008899,24,540.78,29,327,540.78
C0106008990,33,894.13,21,333,894.13
C0106009330,3,447.0,1,311,447.0
C0106009349,3,567.0,112,34,567.0
C0106009385,4,388.89,26,215,388.89
C0106009466,4,292.98,130,133,292.98
C0106009499,3,137.99,18,133,137.99
C0106009560,2,258.0,23,310,258.0
C0106009567,1,69.0,120,0,69.0
C0106009568,3,134.98000000000002,59,155,134.98000000000002
C0106009607,2,248.0,20,152,248.0
C0106009687,4,488.97,22,240,488.97
C0106010228,4,235.93,146,149,235.93
C0106010299,2,248.0,103,23,248.0
C0106010380,1,299.0,158,0,299.0
C0106010464,3,322.99,27,238,322.99
C0106010501,1,279.0,13,0,279.0
C0106010575,1,279.0,101,0,279.0
C0106010637,2,253.0,18,159,253.0
C0106010713,4,462.99,26,208,462.99
C0106010749,1,29.99,173,0,29.99
C0106010826,11,709.91,29,302,709.91
C0106010905,35,1001.1800000000001,26,333,1001.1800000000001
C0106010952,8,339.45,114,184,339.45
C0106010975,27,1574.27,20,335,1574.27
C0106011038,1,239.0,12,0,239.0
C0106011121,3,371.48,77,22,371.48
C0106011158,4,419.99,150,84,419.99
C0106011210,7,172.94,89,266,172.94
C0106011649,2,658.0,111,199,658.0
C0106011659,5,207.98000000000002,95,245,207.98000000000002
C0106011696,1,49.99,153,0,49.99
C0106011710,3,258.98,112,192,258.98
C0106011885,3,404.98,4,169,404.98
C0106011932,4,421.0,84,184,421.0
C0106011968,3,341.99,124,119,341.99
C0106012031,3,204.98,25,180,204.98
C0106012040,1,279.0,25,0,279.0
C0106012056,3,438.98,190,21,438.98
C0106012084,3,178.94,81,200,178.94
C0106012101,3,219.49,112,35,219.49
C0106012227,1,349.0,260,0,349.0
C0106012395,2,518.0,22,316,518.0
C0106012420,3,397.99,21,152,397.99
C0106012625,2,348.0,145,28,348.0
C0106012688,3,211.98,114,179,211.98
C0106012706,2,248.0,214,14,248.0
C0106012772,40,912.13,15,337,912.13
C0106012859,31,852.2199999999999,28,331,852.2199999999999
C0106012982,3,1062.0,120,203,1062.0
C0106013114,6,396.97,34,293,396.97
C0106013272,4,1116.99,169,169,1116.99
C0106013297,2,458.0,116,11,458.0
C0106013343,3,426.99,58,149,426.99
C0106013409,1,299.0,329,0,299.0
C0106013454,1,94.0,351,0,94.0
C0106013511,2,128.0,175,50,128.0
C0106013602,2,628.0,219,50,628.0
C0106013674,3,114.48,85,162,114.48
C0106013699,1,119.0,212,0,119.0
C0106013879,3,417.99,72,192,417.99
C0106013950,5,319.91,12,292,319.91
C0106013981,5,99.46000000000001,49,304,99.46000000000001
C0106014029,19,491.32000000000005,8,325,491.32000000000005
C0106014338,2,173.99,30,198,173.99
C0106014463,3,293.94,59,108,293.94
C0106014514,5,491.99,150,114,491.99
C0106014716,16,1038.33,57,299,1038.33
C0106014728,28,689.74,4,354,689.74
C0106014759,2,158.0,211,62,158.0
C0106014954,31,770.63,58,299,770.63
C0106014982,26,766.77,26,338,766.77
C0106015065,4,355.93,87,186,355.93
C0106015392,2,1158.0,180,86,1158.0
C0106015450,3,328.94,55,190,328.94
C0106015461,3,362.99,114,212,362.99
C0106015535,35,921.67,20,340,921.67
C0106015613,3,1277.99,32,158,1277.99
C0106015637,3,337.0,30,54,337.0
C0106015677,3,928.98,120,233,928.98
C0106015813,2,288.0,336,20,288.0
C0106015854,3,166.48000000000002,243,63,166.48000000000002
C0106015900,2,528.0,145,65,528.0
C0106015901,3,243.94,145,207,243.94
C0106015920,1,149.99,354,0,149.99
C0106015939,4,153.89,91,176,153.89
C0106015979,2,363.0,201,70,363.0
C0106016039,1,239.0,199,0,239.0
C0106016061,28,653.23,9,352,653.23
C0106016137,24,1047.81,19,326,1047.81
C0106016146,1,149.99,3,0,149.99
C0106016194,4,402.94,129,216,402.94
C0106016230,1,299.0,270,0,299.0
C0106016273,3,417.99,52,246,417.99
C0106016288,6,591.97,54,175,591.97
C0106016364,2,244.49,203,138,244.49
C0106016389,4,302.93,173,168,302.93
C0106016445,3,347.95,27,149,347.95
C0106016482,4,366.48,14,291,366.48
C0106016568,3,247.99,18,223,247.99
C0106016644,2,88.95,25,275,88.95
C0106016675,3,138.94,182,112,138.94
C0106016753,2,54.940000000000005,58,158,54.940000000000005
C0106016797,2,233.0,31,295,233.0
C0106016968,3,982.95,61,213,982.95
C0106017006,4,447.94,115,69,447.94
C0106017030,2,478.0,207,116,478.0
C0106017135,5,945.99,25,327,945.99
C0106017155,5,582.97,10,287,582.97
C0106017176,2,248.0,167,42,248.0
C0106017257,4,346.99,109,193,346.99
C0106017411,5,245.96,70,289,245.96
C0106017541,15,761.38,19,344,761.38
C0106017609,13,500.91,46,316,500.91
C0106017685,42,738.1,9,352,738.1
C0106018052,1,299.0,193,0,299.0
C0106018125,4,429.98,95,231,429.98
C0106018213,1,119.0,313,0,119.0
C0106018263,3,322.95,101,241,322.95
C0106018449,2,813.0,232,63,813.0
C0106018555,2,258.99,202,98,258.99
C0106018653,39,1609.1,8,355,1609.1
C0106018689,24,324.28,28,300,324.28
C0106018737,2,408.0,25,80,408.0
C0106018802,2,548.0,77,10,548.0
C0106018869,10,566.84,7,355,566.84
C0106018892,32,625.71,26,303,625.71
C0106018962,2,123.99,151,153,123.99
C0106019020,3,242.0,105,248,242.0
C0106019063,4,221.0,66,259,221.0
C0106019306,3,218.98000000000002,178,183,218.98000000000002
C0106019580,57,896.96,11,350,896.96
C0106019609,19,820.76,8,338,820.76
C0106019863,2,478.0,80,4,478.0
C0106019916,1,54.0,256,0,54.0
C0106019920,2,288.0,90,60,288.0
C0106019930,2,313.0,302,52,313.0
C0106019935,3,255.49,7,317,255.49
C0106020163,3,527.0,27,243,527.0
C0106020244,4,675.94,29,142,675.94
C0106020387,3,389.97,51,211,389.97
C0106020414,2,408.0,120,140,408.0
C0106020435,2,348.0,68,109,348.0
C0106020470,3,847.99,84,157,847.99
C0106020704,35,920.7,1,358,920.7
C0106020713,2,8.98,285,64,8.98
C0106020778,2,273.99,76,103,273.99
C0106020860,3,237.99,110,144,237.99
C0106021033,5,105.92,45,225,105.92
C0106021099,3,232.99,10,224,232.99
C0106021151,3,109.97,19,341,109.97
C0106021180,3,267.94,28,254,267.94
C0106021224,6,114.91000000000001,94,125,114.91000000000001
C0106021240,5,341.47,90,188,341.47
C0106021273,1,29.0,50,0,29.0
C0106021340,4,764.49,205,129,764.49
C0106021348,3,218.98,207,90,218.98
C0106021403,4,203.97,149,199,203.97
C0106021457,2,428.99,87,33,428.99
C0106021533,10,531.41,21,333,531.41
C0106021626,11,511.41999999999996,3,328,511.41999999999996
C0106021689,40,1189.14,6,354,1189.14
C0106021709,5,172.46,173,136,172.46
C0106021813,5,191.88,36,323,191.88
C0106021843,2,273.99,302,56,273.99
C0106022049,2,528.0,146,203,528.0
C0106022173,3,265.98,55,303,265.98
C0106022184,3,424.99,23,340,424.99
C0106022246,2,348.0,242,53,348.0
C0106022294,1,199.0,277,0,199.0
C0106022509,2,413.0,43,220,413.0
C0106022544,1,349.0,152,0,349.0
C0106022593,7,792.4200000000001,20,335,792.4200000000001
C0106022678,53,1135.98,34,327,1135.98
C0106022716,3,118.97999999999999,116,220,118.97999999999999
C0106022721,4,443.99,80,210,443.99
C0106022776,2,473.0,81,248,473.0
C0106022922,3,121.98,14,20,121.98
C0106022929,3,819.49,30,283,819.49
C0106023103,1,19.99,211,0,19.99
C0106023186,2,378.99,84,152,378.99
C0106023306,2,318.99,87,36,318.99
C0106023476,4,346.99,100,109,346.99
C0106023535,4,534.97,53,216,534.97
C0106023689,3,512.95,51,206,512.95
C0106023702,5,295.97,20,319,295.97
C0106023874,5,344.43,55,208,344.43
C0106023892,1,249.0,77,0,249.0
C0106023973,1,179.0,217,0,179.0
C0106024023,4,207.97,101,200,207.97
C0106024026,4,273.97,117,228,273.97
C0106024054,2,983.0,101,14,983.0
C0106024114,6,679.98,121,234,679.98
C0106024190,3,339.98,108,25,339.98
C0106024197,5,465.47,17,314,465.47
C0106024343,3,502.0,47,317,502.0
C0106024349,2,538.0,19,241,538.0
C0106024379,17,389.86,14,336,389.86
C0106024427,22,791.76,20,304,791.76
